Average Degree of Seperation,2
Community  2250 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2251 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2252 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2253 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2254 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2255 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2256 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2257 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2258 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2259 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2260 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2261 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2262 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2263 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2264 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2265 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2266 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2267 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2268 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2269 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2270 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2271 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2272 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2273 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2274 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2275 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2276 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2277 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2278 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2279 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2280 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2281 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2282 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2283 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2284 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2285 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2286 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2287 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2288 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2289 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2290 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2291 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2292 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2293 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2294 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2295 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2296 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2297 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2298 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2299 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2300 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2301 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2302 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2303 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2304 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2305 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2306 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2307 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2308 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2309 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2310 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2311 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2312 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2313 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2314 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2315 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2316 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2317 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2318 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2319 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2320 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2321 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2322 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2323 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2324 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2325 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2326 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2327 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2328 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2329 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2330 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2331 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2332 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2333 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2334 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2335 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2336 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2337 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2338 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2339 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2340 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2341 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2342 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2343 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2344 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2345 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2346 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2347 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2348 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2349 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2350 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2351 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2352 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2353 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2354 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2355 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2356 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2357 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2358 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2359 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2360 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2361 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2362 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2363 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2364 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2365 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2366 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2367 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2368 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2369 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2370 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2371 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2372 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2373 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2374 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2375 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2376 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2377 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2378 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2379 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2380 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2381 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2382 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2383 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2384 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2385 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2386 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2387 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2388 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2389 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2390 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2391 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2392 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2393 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2394 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2395 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2396 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2397 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2398 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2399 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2400 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2401 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2402 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2403 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2404 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2405 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2406 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2407 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2408 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2409 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2410 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2411 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2412 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2413 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2414 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2415 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2416 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2417 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2418 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2419 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2420 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2421 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2422 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2423 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2424 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2425 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2426 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2427 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2428 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2429 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2430 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2431 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2432 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2433 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2434 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2435 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2436 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2437 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2438 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2439 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2440 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2441 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2442 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2443 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2444 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2445 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2446 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2447 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2448 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2449 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2450 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2451 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2452 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2453 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2454 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2455 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2456 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2457 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2458 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2459 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2460 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2461 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2462 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2463 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2464 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2465 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2466 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2467 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2468 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2469 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2470 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2471 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2472 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2473 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2474 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2475 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2476 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2477 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2478 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2479 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2480 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2481 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2482 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2483 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2484 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2485 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2486 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2487 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2488 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2489 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2490 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2491 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2492 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2493 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2494 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2495 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2496 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2497 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2498 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2499 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2500 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2501 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2502 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2503 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2504 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2505 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2506 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2507 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2508 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2509 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2510 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2511 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2512 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2513 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2514 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2515 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2516 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2517 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2518 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2519 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2520 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2521 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2522 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2523 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2524 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2525 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2526 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2527 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2528 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2529 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2530 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2531 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2532 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2533 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2534 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2535 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2536 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2537 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2538 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2539 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2540 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2541 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2542 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2543 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2544 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2545 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2546 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2547 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2548 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2549 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2550 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2551 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2552 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2553 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2554 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2555 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2556 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2557 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2558 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2559 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2560 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2561 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2562 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2563 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2564 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2565 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2566 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2567 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2568 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2569 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2570 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2571 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2572 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2573 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2574 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2575 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2576 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2577 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2578 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2579 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2580 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2581 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2582 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2583 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2584 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2585 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2586 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2587 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2588 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2589 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
Community  2590 :,
Number of Nodes,2
Length  2 ,2
Average Degree of Seperation,2
